created_at,full_text,label
2025-05-07 02:55:44+00:00,"['saya', 'tambahin', 'ruu', 'tni', 'sah', 'sebelum', 'lebaran', 'anak2', 'yang', 'makan', 'mbg', 'keracunan', 'sampe', 'diopname', 'tapi', 'presiden', 'paporit', 'bajer', 'bilang', 'cuma', 'sedikit', 'yang', 'keracunan', 'persentase', 'keberhasilan', 'mbg', '99', '99', 'alias', 'bodo', 'amat', 'sama', 'anakanak', 'yang', 'keracunan', 'fresh', 'kan', 'anda', 'muak', 'tapi', 'komen', 'ya', 'makin', 'muncul', 'ditl', 'lah']",negatif
2025-05-05 18:54:03+00:00,"['sah', 'secara', 'uu', 'karena', 'ruu', 'tni', 'sudah', 'membolehkan', 'tni', 'menduduki', 'jabatan', 'sipil', 'tanpa', 'harus', 'mengundurkan', 'diri', 'mantap', 'kang', 'dedi', 'beri', 'mereka', 'pekerjaan']",negatif
2025-05-05 12:37:05+00:00,"['emang', 'bener', 'yang', 'prediksi', 'di', '2025', 'pdb', 'indonesia', 'ini', 'mengalami', 'perlambatan', 'pertumbuhan', 'bahkan', 'stuck', 'sampe', 'di', 'tahun', '2026', 'kita', 'liat', 'aja', 'akan', 'separah', 'apa', 'realisasi', 'pemerintahan', 'baru', 'sama', 'hal', 'ini', 'saya', 'hanya', 'tkt', 'gebrakannya', 'dar', 'der', 'dor', 'apalagi', 'ruu', 'tni', 'yang', 'sudah', 'sah', 'jadi', 'uu', 'tni']",negatif
2025-05-05 05:36:38+00:00,"['sudah', 'didukung', 'presiden', 'yang', 'punya', 'pendukung', '80', 'di', 'dpr', 'jadi', 'pengen', 'tahulihat', 'kapan', 'jadinya', 'tuh', 'ruu', 'perampasan', 'aset', 'untuk', 'sah', 'jd', 'uu', 'apakah', 'akan', 'secepat', 'kilat', 'kayak', 'ruu', 'tni']",negatif
2025-05-05 01:30:59+00:00,"['istilahnya', 'demokrasi', 'bukan', 'democrazy', 'bahasa', 'gampangnya', 'rembukan', 'dulu', 'cari', 'kata', 'sepakat', 'baru', 'diterapkan', 'pengalaman', 'pengesahan', 'ruu', 'tni', 'kemarin', 'dpr', 'ngumpet2', 'terburuburu', 'lalu', 'tiba-tiba', 'sah', 'dimana', 'demokrasinya', 'ngomong', 'sebakul', 'berak', 'sekebon', 'tolakruukejaksaan', 'tolakruukuhap']",negatif
2025-05-05 01:14:49+00:00,"['alah', 'alesan', 'doang', 'omon2', 'kalo', 'prabowo', 'niat', 'ruu', 'perampasan', 'aset', 'bisa', '1', 'minggu', 'langsung', 'sah', 'karena', 'koalisi', 'prabowo', 'di', 'dpr', 'itu', '80', 'dan', 'alesannya', 'lucu', 'nunggu', 'rkuhap', 'lah', 'ruu', 'tni', 'dan', 'bumn', 'bisa', 'langsung', 'sah', 'tuh', 'tidak', 'pake', 'nunggu2']",negatif
2025-05-04 16:07:25+00:00,"['saya', 'sejak', 'demo', 'tolak', 'ruu', 'tni', 'udah', 'hopeless', 'ditambah', 'kabar', 'uu', 'tni', 'udah', 'diteken', 'sebelum', 'lebaran', 'gila', 'kemaren', 'yang', 'demo', 'dianggap', 'hewan', 'mencicit', 'kah', 'tau', 'gini', 'yang', 'saya', 'coblos', 'tigatiganya', 'aja', 'biar', 'suara', 'gak', 'sah']",negatif
2025-05-04 12:46:29+00:00,"['wowo', 'sama', 'kayak', 'mulyono', 'sama-sama', 'jago', 'drama', 'dan', 'sama-sama', 'tukang', 'ngibul', 'padahal', 'dpr', 'dikuasai', 'oleh', 'koalisi', 'kim', 'plus', 'dengan', '84', 'suara', 'kalau', 'emang', 'niat', 'mah', 'dari', 'satu', 'dua', 'bulan', 'awal', 'uda', 'disahkan', 'tuh', 'ruu', 'pa', 'lah', 'ruu', 'tni', 'aja', 'bisa', 'dikebut', 'cuma', 'dalam', 'seminggu', 'doang', 'langsung', 'sah']",negatif
2025-05-03 14:23:16+00:00,"['jangan', 'terlalu', 'berharap', 'negara', 'kita', 'udah', 'ngesahin', 'ruu', 'tni']",negatif
2025-05-03 02:32:58+00:00,"['ruu', 'tni', 'sah', 'premanisme', 'sengaja', 'di', 'liarkan', 'orang', 'sendiri', 'tni', 'yang', 'beresin', 'pamor', 'tni', 'naik', 'nice', 'gak']",negatif
2025-04-29 21:45:35+00:00,"['dan', 'anehnya', 'banyak', 'orang', 'yang', 'ngedukungapa', 'karena', 'ada', 'embel2', 'cowonya', 'kah', 'jadi', 'kesannya', 'kaya', 'balas', 'dendam', 'bahkan', 'anda', 'tidak', 'tau', 'bisa', 'saja', 'setelah', 'vasek', 'orang', 'miskin', 'tubek', 'orang', 'miskin', 'juga', 'akan', 'diwacanakan', 'yaa', 'macam', 'ruu', 'tni', 'yang', 'dah', 'sah', 'mungkin', 'aja', 'selanjutnya', 'ruu', 'polri', 'yang', 'sah']",negatif
2025-04-28 06:19:02+00:00,"['beda', 'lah', 'kl', 'sudah', 'ada', 'revisi', 'ruu', 'tni', 'amp', 'sah', 'menjadi', 'uu', 'nya', 'maka', 'jika', 'di', 'tolak', 'phk', 'tni', 'msh', 'bs', 'berargumen', 'bahwa', 'apa', 'yang', 'di', 'lakukkan', 'berdasarkan', 'uu', 'tapi', 'jika', 'tidak', 'ada', 'dalam', 'uu', 'nya', 'mau', 'berargumen', 'berdasarkan', 'apa', 'jadi', 'jelas', 'beda', 'antara', 'ada', 'amp', 'gak', 'ada', 'lain', 'lagi', 'kl', 'atas', 'kemauan', 'bersama']",negatif
2025-04-27 13:30:53+00:00,"['saya', 'sudah', 'dititik', 'capek', 'kebingungan', 'apa', 'kita', 'masih', 'bisa', 'melawan', 'ini', 'semua', 'ruu', 'tni', 'yang', 'sah', 'menjadi', 'uu', 'tni', 'saja', 'langsung', 'pada', 'hening', 'semuanya', 'seolah', 'masalah', 'sudah', 'selesai', 'dan', 'tak', 'berkelanjutan']",negatif
2025-04-26 19:40:11+00:00,"['lebih', 'ngawur', 'lagi', 'soal', 'twk', 'rbb', 'bumn', 'soalnya', 'didominasi', 'seputar', 'wawasan', 'tni', 'mentang', 'mentang', 'ruu', 'tni', 'sudah', 'sah']",negatif
2025-04-25 13:03:14+00:00,"['udah', 'ninuninu', 'tidak', 'sih', 'beneran', 'nanya', 'adakah', 'fanmeet', 'koser', 'kpop', 'yang', 'berhasil', 'di', 'jadwalkan', 'after', 'ruu', 'tni', 'sah']",negatif
2025-04-25 11:42:41+00:00,"['kan', 'ruu', 'tni', 'sudah', 'sah', 'teman', 'jadi', 'bebass']",negatif
2025-04-25 07:28:15+00:00,"['ini', 'hasil', 'dri', 'disahkannya', 'ruu', 'tni', 'tidak', 'sah', 'bnyak', 'drama', 'lah', 'kita', 'paham', 'politikus', 'sekarang', 'ini', 'sperti', 'apa']",negatif
2025-04-25 06:47:28+00:00,"['indonesia', 'jadi', 'seperti', 'korea', 'utara', 'dimana', 'pemerintah', 'berusaha', 'menutupi', 'incapability', 'mereka', 'untuk', 'manage', 'negara', 'dengan', 'propaganda', 'yang', 'menyasar', 'ke', 'grassroot', 'ruu', 'tni', 'udah', 'sah', 'bentar', 'lagi', 'ruu', 'polri', 'abis', 'itu', 'flyer', 'propaganda', 'bertuliskan', 'indonesia', 'bangsa', 'besar', 'akan', 'bertebaran']",negatif
2025-04-25 04:14:59+00:00,"['besok', 'besok', 'tni', 'pulang', 'kerumah', 'pakai', 'pakaian', 'dinas', 'tapi', 'rumahnya', 'rutenya', 'lewat', 'depan', 'kantor', 'kontras', 'di', 'bilang', 'neror', 'besok2', 'bapak', 'tni', 'jemput', 'anaknya', 'di', 'kampus', 'pakai', 'pakaian', 'dinas', 'dibilang', 'neror', 'dan', 'mata', 'matai', 'kwkwkwkwkekwkwkw', 'ayooo', 'semangat', 'ruu', 'polisikihp', 'belum', 'sah', 'loo']",positif
2025-04-24 21:35:00+00:00,"['bohong', 'kata', 'orang', 'orang', 'yang', 'melek', 'sejarah', 'dan', 'arti', 'reformasi', 'dengan', 'di', 'sah', 'kan', 'ruu', 'tni', 'ada', 'kekhawatiran', 'tumbuh', 'dan', 'bangkit', 'nya', 'dwi', 'fungsi', 'abri', 'yang', 'ada', 'hanya', 'tri', 'fungsi', 'abri', 'kampus', 'bukan', 'barak']",negatif
2025-04-24 14:21:27+00:00,"['diliat', 'liat', 'ini', 'ormas', 'makin', 'eksis', 'dan', 'berani', 'setelah', 'ruu', 'tni', 'sah', 'ada', 'hubungannya', 'kah', 'semoga', 'dugaanya', 'salah', 'aja', 'si']",negatif
2025-04-24 08:43:08+00:00,"['ladalahhhh', 'belum', 'bahas', 'isinya', 'tapi', 'sudah', 'menargetkan', 'disahkan', 'tahun', 'ini', 'ohmaigot', 'makin', 'runyam', 'keknya', 'nanti', 'tidak', 'pake', 'dibahas', 'tetiba', 'sah', 'pembahasan', 'diam2', 'di', 'hotel', 'macam', 'ruu', 'tni', 'paling', 'juga', 'yang', 'dibahas', 'menunya', 'apa', 'makin', 'tidak', 'meyakinkan', 'tolakruupolri', 'tolakruukejaksaan']",negatif
2025-04-24 01:21:23+00:00,"['yang', 'sah', 'kan', 'ruu', 'tni', 'siappaaaaaaaaaaaaaaa', 'haaaaaaaaaa', 'woiiiiiiiiiiiii']",negatif
2025-04-23 07:43:03+00:00,"['oh', 'lawan', 'kacang', 'ijo', 'dah', 'pasti', 'sipil', 'kalah', 'sih', 'apalagi', 'ruu', 'tni', 'udah', 'sah', 'dahlah']",negatif
2025-04-22 23:33:49+00:00,"['dpr', 'sentil', 'tni', 'masuk', 'pt', 'kok', 'kayak', 'sandiwara', 'horror', 'lha', 'yang', 'secepat', 'kilat', 'sah', 'kan', 'ruu', 'tni', 'siapa', 'kan', 'dpr', 'yang', 'merestui', 'padahal', 'semua', 'kota', 'berdemo', 'mayoritas', 'masyarakat', 'dan', 'mhswa', 'pontang', 'panting', 'tolak', 'dpr', 'malah', 'haha', 'hehe', 'puan', 'ketok', 'palu', 'lupa']",negatif
2025-04-22 22:51:39+00:00,"['akademisi', 'amp', 'pengamat', 'sudah', 'mengingatkan', 'bhwa', 'ruu', 'kejaksaan', 'polri', 'akan', 'membuat', 'kedua', 'lembaga', 'itu', 'menjadi', 'super', 'power', 'akibat', 'tambahan', 'kewenangan', 'jangan', 'sampai', 'kita', 'di', 'prank', 'lagi', 'spt', 'ruu', 'tni', 'yang', 'dibahas', 'secara', 'sembunyi2', 'tengah', 'malam', 'pula', 'tautau', 'langsung', 'sah', 'semangka', 'bacot', 'rabu']",negatif
2025-04-22 15:57:36+00:00,"['lalu', 'ada', 'yang', 'bilang', 'tuh', 'katanya', 'kalo', 'ruu', 'tni', 'sah', 'tidak', 'ngaruh', 'apa2', 'ke', 'hidup', 'kita']",negatif
2025-04-22 10:07:05+00:00,"['di', 'akun', 'fanbase', 'kpop', 'udah', 'dibahas', 'ni', 'kasus', 'sehari', 'setelah', 'dpr', 'sah', 'in', 'tuh', 'ruu', 'tni', 'wkwk']",negatif
2025-04-22 07:29:43+00:00,"['mamam', 'dah', 'tuh', 'yang', 'kemarin', 'dukung', '02', 'makin', 'kesini', 'makin', 'problematik', 'makan', 'beracun', 'gratis', 'ruu', 'tni', 'di', 'sah', 'kan', 'korupsi', 'gila2an', 'tapi', 'hukumanya', 'gak', 'sbrp', 'daaaaaan', 'msh', 'banyak', 'lagi', 'hari', 'ke', 'hari', 'kalau', 'ngikutin', 'politik', 'mumet', 'banget', 'kepala']",negatif
2025-04-21 22:56:54+00:00,"['kalau', 'emg', 'ini', 'bener', 'jangan', 'kaget', 'teman', 'kalau', 'nanti', 'wapres', 'nya', 'dr', 'militer', 'juga', 'ruu', 'tni', 'sudah', 'sah', 'selamat', 'menerapkan', 'multifungsi', 'dalam', 'menjabat']",negatif
2025-04-20 06:25:11+00:00,"['dibanding', 'soal', 'promotor', 'kondisi', 'negara', 'lebih', 'tidak', 'memungkinkan', 'mereka', 'mampir', 'lagi', 'kacau', 'banget', 'uu', 'tni', 'udah', 'sah', 'masih', 'ada', 'ruu', 'polri', 'ruu', 'kuhap', 'dan', 'ruu', 'penyiaran', 'kurs', 'juga', 'semakin', 'naik', 'tapi', 'pemerintah', 'menyepelekan']",negatif
2025-04-20 02:09:23+00:00,"['nahh', 'makin', 'gila', 'emang', 'kelakuan', 'karena', 'ruu', 'tni', 'nya', 'juga', 'udah', 'sah']",negatif
2025-04-19 21:51:49+00:00,"['campur', 'tangan', 'tni', 'di', 'ranah', 'sipil', 'sudah', 'terlalu', 'jauhdg', 'dalih', 'apapun', 'setelah', 'di', 'sah', 'ruu', 'tni', 'menjadi', 'uu', 'dwi', 'fungsi', 'tni', 'telah', 'aktif', 'kembali']",negatif
2025-04-19 19:42:27+00:00,"['ada', 'kasus', 'oknum', 'tni', 'kalau', 'gak', 'salah', 'yang', 'bawa', 'senjata', 'melakukan', 'tindakan', 'yang', 'tidak', 'baik', 'untungnya', 'itu', 'ditangkap', 'walau', 'hukumannya', 'rasanya', 'kurang', 'layak', 'itu', 'aja', 'belum', 'ada', 'sah', 'ruu', 'tni', 'gimana', 'kalau', 'disah', 'kan', 'bisa', 'saja', 'tautau', 'datang', 'kerumah', 'warga', 'lalu', 'ngelakuin', 'hal', 'tidaktidak']",negatif
2025-04-19 15:08:50+00:00,"['bacot', 'anda', 'anak', 'anjing', 'president', 'anda', 'nge', 'sah', 'in', 'ruu', 'tni', 'wei', 'anak', 'anjing', 'anda', 'bangsat', 'balik', 'ke', 'pantat', 'anjing', 'sana', 'anda', 'kontol', 'ngomong', '2029', 'bangsat', 'anda', 'anjing', 'makanya', 'dr', 'awal', 'jangan', 'pilih', '02', 'kontol']",negatif
2025-04-19 10:58:18+00:00,"['pembahasan', 'dan', 'pengesahan', 'ruu', 'tni', 'dilakukan', 'melalui', 'mekanisme', 'resmi', 'yang', 'sah', 'dan', 'terbuka', 'langkah', 'ini', 'bukan', 'soal', 'kekuasaan', 'tapi', 'bagian', 'dri', 'upaya', 'reformasi', 'sektor', 'pertahanan', 'agar', 'tni', 'dapat', 'berperan', 'lebih', 'adaptif', 'sesuai', 'kebutuhan', 'zaman', 'tetap', 'profesional', 'dan', 'tunduk', 'pada', 'supremasi', 'sipil']",positif
2025-04-19 03:00:13+00:00,"['pantes', 'demo', 'tolak', 'ruu', 'tni', 'gak', 'didenger', 'kan', 'ruu', 'udah', 'sah', 'udah', 'jadi', 'uu', 'harusnya', 'demo', 'tolak', 'uu', 'tni', 'mungkin', 'begitu', 'mikirnya', 'dia']",negatif
2025-04-18 14:51:52+00:00,"['tolol', 'anda', 'anjg', 'anda', 'sat', 'kebijakannya', 'pda', 'tidak', 'masuk', 'akal', 'ruu', 'tni', 'udah', 'sah', 'sebentar', 'lgi', 'lo', 'di', 'dor', 'mampus']",negatif
2025-04-18 10:08:34+00:00,"['hah', 'ruu', 'tni', 'dah', 'di', 'sah', 'kan', 'ajg', 'biadab', 'prbow0']",negatif
2025-04-18 02:18:36+00:00,"['ketemu', 'para', 'jurnalis', 'kemarin', 'juga', 'berarti', 'banyak', 'banget', 'kebohongan', 'padahal', 'katanya', 'mau', 'dipelajari', 'dulu', 'ruu', 'tni', 'nya', 'tapi', 'mana', 'udah', 'sah', 'anjir']",negatif
2025-04-18 01:02:41+00:00,"['ruu', 'tni', 'udah', 'sah', 'un', 'sedih', 'banget', 'perjuangan', 'kemaren', 'sia', 'sia']",negatif
2025-04-17 13:22:30+00:00,"['saya', 'pilihpilih', 'kacamata', 'ruu', 'tni', 'udah', 'sah', 'anjing']",negatif
2025-04-17 13:06:31+00:00,"['pusing', 'banget', 'ruu', 'tni', 'sah', 'cenatcenuddd']",negatif
2025-04-17 10:44:11+00:00,"['padahal', 'dulu', 'orang', 'batak', 'paling', 'terdepan', 'mendukung', 'jokowi', 'kasihan', 'sekali', 'kalian', 'dah', 'terlambat', 'lah', 'ruu', 'tni', 'sudah', 'di', 'sah', 'maka', 'kaljan', 'akan', 'melawan', 'mereka', 'jika', 'mau', 'maju']",negatif
2025-04-17 09:32:08+00:00,"['anjrit', 'prabowo', 'nge', 'sah', 'in', 'ruu', 'tni']",negatif
2025-04-17 09:25:39+00:00,"['eh', 'ruu', 'tni', 'sah', 'kah', 'bangsatt']",negatif
2025-04-17 05:04:49+00:00,"['buat', 'yang', 'belum', 'tau', 'ruu', 'tni', 'itu', 'udah', 'disetujui', 'dan', 'disahkan', 'pada', '20', 'maret', '2025', 'setelah', 'itu', 'udah', 'tidak', 'bisa', 'mundur', '30', 'hari', 'setelah', 'disahkan', 'uu', 'harus', 'ditandatangani', 'presiden', 'kalau', 'tidak', 'ditandatangan', 'otomatis', 'sah', 'menjadi', 'uu', 'dan', 'wajib', 'diundangkan', 'pasal', '73', 'ayat', '3', 'uu', '132022']",positif
2025-04-17 04:16:37+00:00,"['all', 'in', 'all', 'itu', 'ruu', 'tni', 'udah', 'sah', 'alias', 'babi', 'lah', 'emang', 'negara', 'kagak', 'jelas']",negatif
2025-04-15 04:19:13+00:00,"['banyak', 'yang', 'sudah', 'melakukan', 'penolakan', 'terhadap', 'ruu', 'kejaksaan', 'jangan', 'sampi', 'tetiba', 'ada', 'meeting', 'sembunyi2', 'tahu2', 'sah', 'aja', 'spt', 'ruu', 'tni', 'saat', 'itu', 'orang', 'banyak', 'negatifnya', 'drpd', 'postifinya', 'buat', 'apa', 'disahkan', 'cm', 'untuk', 'memperkuat', 'wewenang', 'aturannya', 'aja', 'dl', 'diperkuat']",negatif
2025-04-15 00:40:37+00:00,"['ruu', 'tni', 'sah', 'ihsg', 'jadi', 'merah', 'warga', 'gaza', 'pindah', 'fuck']",negatif
2025-04-12 10:19:22+00:00,"['yaelah', 'sudah', 'tidak', 'enak', 'banget', 'ente', 'bang', 'di', 'lihat', 'dari', 'sisi', 'manapunwkwkwk', 'pdip', 'tidak', 'koalisi', 'aja', 'ruu', 'tni', 'tetep', 'sah', 'kokwkwkwkwapalagi', 'koalisi']",negatif
2025-04-11 12:54:13+00:00,"['makanya', 'nggak', 'lama', 'lagi', 'ruu', 'tni', 'dipercepat', 'tandatangan', 'pengesahannya', 'oleh', 'presiden', 'belum', 'sah', 'uunya', 'udah', 'gini', 'kelakuannya', 'gimana', 'nanti', 'kepedean', 'banget', 'brutalnya']",negatif
2025-04-11 10:09:06+00:00,"['jir', 'apakah', 'ini', 'salah', 'satu', 'dampak', 'dri', 'ruu', 'tni', 'yang', 'sudah', 'sah']",negatif
2025-04-11 09:52:42+00:00,"['gak', 'bisa', 'berkata', 'kata', 'lagi', 'deh', 'klau', 'ruu', 'tni', 'jadi', 'di', 'sah', 'kan']",negatif
2025-04-11 09:50:30+00:00,"['banyak', 'yang', 'khawatir', 'dengan', 'di', 'sah', 'kan', 'nya', 'ruu', 'tni', 'ini']",negatif
2025-04-10 14:12:18+00:00,"['eh', 'ini', 'udah', 'kiamat', 'ya', 'ruu', 'tni', 'udah', 'sah', 'dibatalin', 'ya', 'ini', 'indonesia', 'udah', 'terang', 'belum', 'sih']",negatif
2025-04-10 05:48:57+00:00,"['ditanyain', 'nilai', 'psibanh', 'kenapa', 'jelek', 'apa', 'saya', 'bilang', 'karena', 'pas', 'pasan', 'di', 'sah', 'in', 'ruu', 'tni', 'jadi', 'saya', 'gak', 'mood']",negatif
2025-04-10 02:06:49+00:00,"['sekarang', 'pahamkan', 'mengapa', 'ruu', 'perampasan', 'aset', 'tidak', 'kunjung', 'dibahas', 'amp', 'di', 'sah', 'kan', 'mereka', 'malah', 'ngebut', 'mengesahkan', 'ruu', 'tni', 'dan', 'sebentar', 'lagi', 'akan', 'menyusul', 'ruu', 'kejaksaan', 'dan', 'ruu', 'polri', 'padahal', 'ketiga', 'ruu', 'itu', 'urgensinya', 'patut', 'dipertanyakan', 'cabutuutni', 'tolakruukejaksaan', 'boikot', 'ppds']",negatif
2025-04-09 07:27:57+00:00,"['meski', 'mendapat', 'kritik', 'dan', 'disambut', 'dengan', 'demo', 'di', 'berbagai', 'kota', 'ruu', 'tni', 'tetap', 'ngebut', 'di', 'sah', 'kan', 'oleh', 'dpr', 'anehnya', 'smp', 'saat', 'ini', 'publik', 'tidak', 'pnh', 'dijelaskan', 'kegentingan', 'apa', 'yang', 'mengancam', 'shg', 'prosesnya', 'begitu', 'cepat', 'amp', 'tidak', 'transparan', 'cabutuutni', 'tolakruukejaksaan', 'ppds', 'sinta', 'susah', 'anaxa']",negatif
2025-04-09 05:49:03+00:00,"['kok', 'saya', 'mikir', 'nya', 'prabowo', 'di', 'suruh', 'jokowi', 'untuk', 'tukar', 'kue', 'karena', 'yang', 'udah', 'terjadi', 'anaknya', 'aja', 'men', 'sah', 'kan', 'ruu', 'tni']",negatif
2025-04-08 17:07:18+00:00,"['berjuta2', 'yang', 'doa', 'di', 'bulan', 'ramadhan', 'kemaren', 'buat', 'nolak', 'ruu', 'tetep', 'aja', 'ruu', 'tni', 'di', 'sah', 'kan', 'segitu', 'banyaknya', 'masalah', 'di', 'dalem', 'negeri', 'aja', 'tuhan', 'diem2', 'bae', 'gimana', 'persoalan', 'luar', 'negeri', 'tuhan', 'kalian', 'tuntut', 'lagi', 'pake', 'surat', 'terbuka', 'wtf', 'stop', 'jualan', 'agama', 'berbalut', 'simpati', 'deh']",negatif
2025-04-08 15:36:48+00:00,"['itu', 'ngerayain', 'di', 'sah', 'kan', 'nya', 'ruu', 'tni']",positif
2025-04-08 01:47:37+00:00,"['ruu', 'tni', 'sudah', 'sah', 'sedangkan', 'ruu', 'polri', 'di', 'depan', 'mata', 'paham', 'pak', 'buzzerp', 'btw', 'sudah', 'dapat', 'jabatan', 'atw', 'proyek', 'apa', 'nih', 'pak']",negatif
2025-04-07 15:01:10+00:00,"['sekalinya', 'yang', 'nguntungin', 'diri', 'sendiri', 'kayak', 'nge', 'sah', 'in', 'ruu', 'tni', 'hari', 'libur', 'sampe', 'malem', 'pun', 'di', 'gas', 'pol', 'anjeng', 'emanggg']",negatif
2025-04-07 00:27:33+00:00,"['ih', 'sintinkk', 'kek', 'gini', 'ruu', 'tni', 'mau', 'di', 'sah', 'kan', 'jir']",negatif
2025-04-06 21:11:10+00:00,"['isu', 'yang', 'lagi', 'panas', 'ruu', 'tni', 'udah', 'di', 'sah', 'kan', 'untuk', 'apa', 'dibahas', 'pembelaan']",negatif
2025-04-06 15:55:02+00:00,"['kerja', 'yang', 'benar', 'kek', 'anjrit', 'saya', 'liat2', 'meneng', 'bae', 'abis', 'sah', 'ruu', 'tni', 'amp', 'polri', 'proker', 'anda', 'jadi', 'presiden', 'cuma', 'sah', 'in', 'ruu', 'tni', 'amp', 'polri', 'doang', 'ya', 'jahanam', 'emg', 'negara', 'hancur', 'ditangan', 'jokowi', 'ama', 'elu', 'saya', 'tandain', 'tuh']",negatif
